,Brand,Name of the product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
0,Kadence,"Kadence A281 Professional Acoustic Rosewood guitar (Natural, Beige)","6,499",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODE5OTMwNTc5NzQxODc5OjE2OTEyODcyNTY6c3BfYXRmOjMwMDAyMjkzODAyNjEzMjo6MDo6&url=%2FKadence-Professional-Acoustic-Rosewood-Natural%2Fdp%2FB0CC927DLN%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dguitar%26qid%3D1691287256%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
1,Kadence,"Kadence rosewood Guitar Frontier Series, Electric Acoustic Black Guitar With EQ, Die Cast Keys, Set Of Strings, Strap, Picks And Bag (Black EQ, Electric Acoustic)","4,999",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODE5OTMwNTc5NzQxODc5OjE2OTEyODcyNTY6c3BfYXRmOjMwMDAxNTUzNzk3OTIzMjo6MDo6&url=%2FKadence-Frontier-Acoustic-Guitar-Strings%2Fdp%2FB078GTJP5Y%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dguitar%26qid%3D1691287256%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
2,Intern,Intern INT-38C Acoustic Guitar Kit (Red),"2,099",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODE5OTMwNTc5NzQxODc5OjE2OTEyODcyNTY6c3BfYXRmOjMwMDAxNTQ5MzI0NjMzMjo6MDo6&url=%2FIntern-INT-38C-Acoustic-Guitar-Kit%2Fdp%2FB073B6TF31%2Fref%3Dsr_1_3_sspa%3Fkeywords%3Dguitar%26qid%3D1691287256%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
3,Intern,"Intern INT-38C-NT-G 38 Incheses lindenwood Right HAnded Acoustic Guitar Kit With Bag, Strings, Pick And Strap (Natural, 6-Strings)","2,239",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODE5OTMwNTc5NzQxODc5OjE2OTEyODcyNTY6c3BfYXRmOjMwMDAxNTQ5MzI0NjUzMjo6MDo6&url=%2FIntern-INT-38C-NT-G-Guitar-Kit-Natural%2Fdp%2FB07K9MZZH9%2Fref%3Dsr_1_4_sspa%3Fkeywords%3Dguitar%26qid%3D1691287256%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
4,JUAREZ,"Juârez Acoustic Guitar, 38 Inch Cutaway, 038C with Bag, Strings, Pick and Strap, Black","1,799",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/Juarez-Acoustic-Cutaway-038C-Strings/dp/B017NPCSLI/ref=sr_1_5?keywords=guitar&qid=1691287256&sr=8-5
5,YAMAHA,"Yamaha F280 Acoustic Rosewood Guitar (Natural, Beige)","7,099",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/Yamaha-F280-Acoustic-Guitar-Natural/dp/B08317Y4VP/ref=sr_1_6?keywords=guitar&qid=1691287256&sr=8-6
6,Intern,"Intern INT-38C Right hand Acoustic Guitar Kit, With Bag, Strings, Pick And Strap, Black, small","1,849",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Black/dp/B073B6TQQY/ref=sr_1_7?keywords=guitar&qid=1691287256&sr=8-7
7,JUAREZ,"Juarez Acoustic Guitar, 38 Inch Cutaway with Pick Guard, 38CPG with Bag, Strings, Pick and Strap, Black","2,649",7 days Replacement,"Thursday, 10 August",Only 1 left in stock,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B075XMRKMY/ref=sr_1_8?keywords=guitar&qid=1691287256&sr=8-8
8,JUAREZ,"Juarez Lindenwood Acoustic Guitar, 38 Inches Curved Body Cutaway, 38CUR With Bag, Strings, Pick And Strap (Black)","2,399",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B076QHZ4HZ/ref=sr_1_9?keywords=guitar&qid=1691287256&sr=8-9
9,JUAREZ,"Juarez Lindenwood Acoustic Guitar Kit, 38 Inches Cutaway, 38C With Bag, Strings, Pick And Strap, 3TS Sunburst","1,849",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDTU/ref=sr_1_10?keywords=guitar&qid=1691287256&sr=8-10
10,Intern,"Intern INT-38C Lindenwood Acoustic Guitar Kit (Sunburst) With Carry Bag, Picks, Strings Set And Guitar Strap (Small)","2,099",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Sunburst/dp/B073B5MJRM/ref=sr_1_11?keywords=guitar&qid=1691287256&sr=8-11
11,Fender,Fender Acoustic Guitar Dreadnought CD60 V3 Black 970110506,"12,500",7 days Replacement,"Thursday, 10 August",Only 1 left in stock,https://www.amazon.in/Fender-Dread-String-Acoustic-Guitar/dp/B07RM4B5LJ/ref=sr_1_12?keywords=guitar&qid=1691287256&sr=8-12
12,Kadence,"Kadence Frontier guitar with Online Guitar learning course , Wine Red Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Wine Red, Acoustic)","4,979",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B01GDZ46AA/ref=sr_1_13?keywords=guitar&qid=1691287256&sr=8-13
13,Kadence,"Kadence rosewood Guitar Frontier Series, Electric Acoustic Black Guitar With EQ, Die Cast Keys, Set Of Strings, Strap, Picks And Bag (Black EQ, Electric Acoustic)","4,999",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B078GTJP5Y/ref=sr_1_14?keywords=guitar&qid=1691287256&sr=8-14
14,JUAREZ,"Juarez Acoustic Guitar, 38 Inch Cutaway, 38CMB with Bag, Strings, Pick and Strap, Matte Black","1,539",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B084VRCCN7/ref=sr_1_15?keywords=guitar&qid=1691287256&sr=8-15
15,YAMAHA,"Yamaha FS100C Acoustic Guitar, Black","9,490",7 days Replacement,"Saturday, 12 August",In stock,https://www.amazon.in/Yamaha-FS-100C-6-String-Acoustic-without/dp/B00PAS9CK6/ref=sr_1_16?keywords=guitar&qid=1691287256&sr=8-16
16,Intern,Intern INT-38C Acoustic Guitar Kit (Red),"2,099",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Kit/dp/B073B6TF31/ref=sr_1_17?keywords=guitar&qid=1691287256&sr=8-17
17,Intern,Intern 38C Ebony Wood Cutaway Design Acoustic Guitar with Picks And Carry Bag (Black),"2,019",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/Intern-38-inch-Cutaway-Design-Acoustic/dp/B07X4PN85R/ref=sr_1_18?keywords=guitar&qid=1691287256&sr=8-18
18,JUAREZ,"Juarez Lindenwood Acoustic Guitar Kit, 38 Inches Cutaway, 38C With Bag, Strings, Pick And Strap, TBS Transparent (Blue Sunburst)","1,849",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDS6/ref=sr_1_19?keywords=guitar&qid=1691287256&sr=8-19
19,VAULT,"Vault EA20 Guitar Kit with Learn to Play Ebook, Bag, Strings, Straps, Picks, String winder & Polishing Cloth - 40 inch Cutaway Acoustic Guitar Black","4,609",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/Guitar-Strings-Straps-String-Polishing/dp/B097N7NGHD/ref=sr_1_20?keywords=guitar&qid=1691287256&sr=8-20
20,Medellin,"Medellin Acoustic Guitar (with guitar learning course) Neon Pink (Combo, Strings,Bag,Picks and guitar course)","2,499",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODE5OTMwNTc5NzQxODc5OjE2OTEyODcyNTY6c3BfbXRmOjMwMDAyNzY2OTgxOTkzMjo6MDo6&url=%2FMedellin-Acoustic-Guitar-learning-Strings%2Fdp%2FB0CCNSN9BV%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dguitar%26qid%3D1691287256%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
21,Kadence,"Kadence Frontier guitar with Online Guitar learning course , Wine Red Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Wine Red, Acoustic)","4,979",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODE5OTMwNTc5NzQxODc5OjE2OTEyODcyNTY6c3BfbXRmOjIwMDk2NjA4NzUwNDk4OjowOjo&url=%2FKadence-Frontier-Acoustic-Guitar-Strings%2Fdp%2FB01GDZ46AA%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dguitar%26qid%3D1691287256%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
22,Medellin,"Medellin Acoustic Guitar (with guitar learning course) Neon Orange (Combo, Strings,Bag,Picks and guitar course)","2,499",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODE5OTMwNTc5NzQxODc5OjE2OTEyODcyNTY6c3BfbXRmOjMwMDAyNzY2OTgxOTgzMjo6MDo6&url=%2FMedellin-Acoustic-Guitar-learning-Strings%2Fdp%2FB0CCNSN6S4%2Fref%3Dsr_1_23_sspa%3Fkeywords%3Dguitar%26qid%3D1691287256%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
23,Kadence,"Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo (Black Spruce Wood)","11,999",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODE5OTMwNTc5NzQxODc5OjE2OTEyODcyNTY6c3BfbXRmOjIwMDU3MTkzMDU2MjA0OjowOjo&url=%2FKadence-Slowhand-Premium-Acoustic-Instrument%2Fdp%2FB077SZ667X%2Fref%3Dsr_1_24_sspa%3Fkeywords%3Dguitar%26qid%3D1691287256%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
24,YAMAHA,"Yamaha F370 Acoustic Guitar, Natural","13,119",7 days Replacement,"Saturday, 12 August",In stock,https://www.amazon.in/Yamaha-F370-Acoustic-Guitar-Natural/dp/B000WITPJM/ref=sr_1_25?keywords=guitar&qid=1691287256&sr=8-25
25,Intern,Intern INT-38C Acoustic Guitar Kit (Blue),"2,229",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Blue/dp/B073B5RZBV/ref=sr_1_26?keywords=guitar&qid=1691287256&sr=8-26
26,Intern,Intern Int-38c Sunburst Linden Wood Acoustic Guitar Kit with Carry Bag and Picks,"2,099",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/Intern-INT-38C-Sunburst-Acoustic-Guitar/dp/B07X1J4D3Z/ref=sr_1_27?keywords=guitar&qid=1691287256&sr=8-27
27,Kadence,"Kadence Frontier 34inch guitar for Kids, Travel Guitar for Adult Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Black Guitar)","2,999",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/Kadence-Professional-Guitar-Years-Strings/dp/B07YZK5B2Z/ref=sr_1_28?keywords=guitar&qid=1691287256&sr=8-28
28,Ibanez,"Ibanez MD39C-NT Rose Wood Acoustic Guitar (Natural), Designed in Japan and Made Specially for India","7,249",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Ibanez-IBA-MD39CNT-Acoustic-Guitar-MD39C-NT/dp/B07G4CCMYL/ref=sr_1_29?keywords=guitar&qid=1691287256&sr=8-29
29,JUAREZ,"Juarez JRZ-ST01 38 Inches Wood 6-String Electric Guitar, Right Handed, Full Black, With Case/Bag And Picks (Black)","5,910",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/Juarez-JRZ-ST01-6-String-Electric-Without/dp/B01FYZSOGM/ref=sr_1_30?keywords=guitar&qid=1691287256&sr=8-30
30,VAULT,Vault EA40TBK 41 inch Premium Solid Spruce-Top Cutaway Acoustic Guitar (Black),"6,999",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/EA40TBK-Premium-Spruce-Top-Cutaway-Acoustic/dp/B0BW3QYHV1/ref=sr_1_31?keywords=guitar&qid=1691287256&sr=8-31
31,Intern,Intern Int-38c Linden Wood Acoustic Guitar Kit with Carry Bag and Picks (Brown),"2,089",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/Intern-INT-38C-Brown-Acoustic-Guitar/dp/B07X2HV158/ref=sr_1_32?keywords=guitar&qid=1691287256&sr=8-32
32,Intern,"Intern INT-38C-BK-G Cutaway Right Handed Acoustic Guitar Kit, with Bag, Nickel Strings, Pick And Strap (Black) -6 Strings","1,919",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/Intern-INT-38C-BK-G-Guitar-Kit-Black/dp/B07K9497RC/ref=sr_1_33?keywords=guitar&qid=1691287256&sr=8-33
33,YAMAHA,YAMAHA FS80C NATURAL CONCERT CUTAWAY GUITAR,"8,490",7 days Replacement,"Saturday, 12 August",In stock,https://www.amazon.in/YAMAHA-NATURAL-CONCERT-CUTAWAY-GUITAR/dp/B08KW4DRKL/ref=sr_1_34?keywords=guitar&qid=1691287256&sr=8-34
34,Henrix,"Henrix 38C 38 Inch Cutaway Acoustic Guitar With Dual Action Truss Rod, Gigbag, Picks, String Set, String Winder, Strap, Polishing Cloth & Ebook - Black","2,939",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/Henrix-Acoustic-Guitar-Die-cast-Dual-action/dp/B07VNDW6QF/ref=sr_1_35?keywords=guitar&qid=1691287256&sr=8-35
35,Medellin,"Medellin 38"" Acoustic Guitar premium wood, free online learning course, Set Of Strings, Strap, Bag and 3 Picks Blue","1,999",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Medellin-MED-BLU-C-Linden-Acoustic-Guitar/dp/B07NBMWHJW/ref=sr_1_36?keywords=guitar&qid=1691287256&sr=8-36
36,Kadence,"Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo (Black Spruce Wood)","11,999",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Kadence-Slowhand-Premium-Acoustic-Instrument/dp/B077SZ667X/ref=sr_1_37?keywords=guitar&qid=1691287256&sr=8-37
37,Intern,"INTERN Cutaway Design Acoustic Guitar Pack -Humidity Proof, Bend resistance, Durable Action, Natural tone & bright resonance. Black Carbon Fibre/Fiber Guitar with Bag, Strap, Strings set & Plectrums.","2,699",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/Acoustic-Humidity-resistance-resonance-Plectrums/dp/B09RQZ6HM2/ref=sr_1_38?keywords=guitar&qid=1691287256&sr=8-38
38,REVEL,Revel 38 Inches Lindenwood Cutaway Design Acoustic Guitar With Carry Bag And Plectrums. (sunburst),"1,792",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Revel-RVL-38C-LGP-3TS-Linden-Acoustic-Sunburst/dp/B085HV4YW7/ref=sr_1_39?keywords=guitar&qid=1691287256&sr=8-39
39,Medellin,"Medellin Acoustic Guitar (with guitar learning course) Neon Pink (Combo, Strings,Bag,Picks and guitar course)","2,499",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/Medellin-Acoustic-Guitar-learning-Strings/dp/B0CCNSN9BV/ref=sr_1_40?keywords=guitar&qid=1691287256&sr=8-40
40,Intern,Intern INT-38C Natural Linden Wood Acoustic Guitar Kit with Carry Bag & Picks,"2,039",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/Intern-INT-38C-Natural-Acoustic-Guitar/dp/B07X4LPJ6H/ref=sr_1_41?keywords=guitar&qid=1691287256&sr=8-41
41,Medellin,"Medellin M38 carbon fiber body 38 Incheses Acoustic Guitar (Black) Durable Matt finish With hAndrest, strings, strap, bag, 3 Picks, capo, stAnd","2,349",7 days Replacement,11 - 14 August,,https://www.amazon.in/Medellin-Acoustic-Guitar-Carbon-Learning/dp/B09MSGQQWX/ref=sr_1_42?keywords=guitar&qid=1691287256&sr=8-42
42,Kadence,"Kadence Frontier Semi Acoustic Jumbo Guitar 41"" with Learning Course, Die cast keys with Super Combo (Bag,strap,strings,capo And 3 picks) (Black, Electric Acoustic)","6,899",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Equalizer/dp/B01HRIHJWY/ref=sr_1_43?keywords=guitar&qid=1691287256&sr=8-43
43,Medellin,"Medellin 38"" Acoustic Guitar premium wood with adjustable Truss-rod, free online learning course, Set Of Strings, Strap, Bag and 3 Picks (Blue)","2,299",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Medellin-Acoustic-adjustable-Truss-rod-learning/dp/B0BML6H5HT/ref=sr_1_44?keywords=guitar&qid=1691287256&sr=8-44
44,YAMAHA,"Yamaha FS100C Acoustic Guitar, Natural","10,459",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitar-Natural/dp/B08Z3DVN8N/ref=sr_1_45?keywords=guitar&qid=1691287256&sr=8-45
45,Enya,"Enya Nova Go Carbon Fiber Acoustic Guitar 1/2 Size Beginner Adult Travel Acustica Guitarra w/Starter Bundle Kit of Colorful Packaging, Acoustic Guitar Strap, Gig Bag, Cleaning Cloth, String(White)","14,850",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Acoustic-Beginner-Acustica-Guitarra-Packaging/dp/B09JNTBFMC/ref=sr_1_46?keywords=guitar&qid=1691287256&sr=8-46
46,Intern,"INTERN 41 inches Cutaway Shape Acoustic Guitar with truss rod. Includes plectrums. Premium Wooden durable built, Best tonal s","2,869",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/Acoustic-plectrums-stability-resistance-Electric/dp/B09YH937P2/ref=sr_1_47?keywords=guitar&qid=1691287256&sr=8-47
47,YAMAHA,"Yamaha F280 Acoustic Guitar, Tobacco Brown Sunburst","7,989",7 days Replacement,"Sunday, 13 August",In stock,https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08VXR74Q2/ref=sr_1_48?keywords=guitar&qid=1691287256&sr=8-48
48,Intern,"INTERN 40 inches Acoustic Guitar with Pick-up & truss rod, carry bag, strings pack, strap & picks. Premium Wooden durable built, Best tonal stability with professional sound amplificaiton. (Sunburst).","5,962",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/Acoustic-stability-professional-amplificaiton-Sunburst/dp/B09YH8TVW7/ref=sr_1_49?keywords=guitar&qid=1691287256&sr=8-49
49,Medellin,"Medellin 38"" Acoustic Guitar Purple Burst Carbon Fiber body+(Free Online Learning Course) - Durable Matt finish with handrest, strings, strap, bag, 3 Picks, capo, stand.","2,799",7 days Replacement,"Friday, 11 August",Only 2 left in stock,https://www.amazon.in/Medellin-Acoustic-Guitar-Purple-Learning/dp/B09MSGPQ43/ref=sr_1_50?keywords=guitar&qid=1691287256&sr=8-50
50,JUAREZ,"Juârez JRZ38C/WH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, White with Bag, Strings, Picks and Strap","2,489",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/Ju%C3%A2rez-JRZ38C-WH-Strings-Acoustic/dp/B072MFK4L6/ref=sr_1_51?keywords=guitar&qid=1691287256&sr=8-51
51,YAMAHA,YAMAHA FX280 Natural Electro Acoustic Guitar,"10,769",7 days Replacement,"Saturday, 12 August",In stock,https://www.amazon.in/Yamaha-FX280-acoustic-Dreadnought-Natural/dp/B09HR6BNFQ/ref=sr_1_52?keywords=guitar&qid=1691287256&sr=8-52
52,YAMAHA,"Yamaha F280 Acoustic Guitar, Natural With Bajaao Gig Bag","8,549",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/Yamaha-Acoustic-Guitar-Natural-Bajaao/dp/B08RMP2F6Z/ref=sr_1_53?keywords=guitar&qid=1691287256&sr=8-53
53,Intern,"Intern INT-38C 38 Incheses basswood-BLS-G Cutaway Right HAnded Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Blue, 6 Strings)","1,969",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/Intern-INT-38C-BLS-G-Guitar-Kit-Blue/dp/B07K8YXTNW/ref=sr_1_54?keywords=guitar&qid=1691287256&sr=8-54
54,Kadence,"Kadence Guitar Acoustica Series, Electric Acoustic Guitar, Ash Wood with Pickup and Inbuilt tuner (Ash Wood, Electro Acoustic) with bag.","6,999",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/Kadence-Acoustica-Ash-Wood-Equlizer/dp/B0757H5P13/ref=sr_1_55?keywords=guitar&qid=1691287256&sr=8-55
55,JUAREZ,"JUAREZ JRZ38C 38 Inches Lindenwood Right Handed Acoustic Guitar With Bag, Strings, Pick And Strap (Natural, Brown, 6 Strings)","2,379",7 days Replacement,"Wednesday, 9 August",In stock,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Natural-Strings/dp/B01FYYTDWC/ref=sr_1_56?keywords=guitar&qid=1691287256&sr=8-56
56,VAULT,"Vault DA20 Dreadnought Acoustic Guitar With Gig-Bag, Picks, Strings Set, String Winder, Strap, Polishing Cloth And Allen Key","4,801",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODE5OTMwNTc5NzQxODc5OjE2OTEyODcyNTY6c3BfYnRmOjIwMDkyNjI0MDIxNTk4OjowOjo&url=%2FDreadnought-Acoustic-Gig-Bag-Strings-Polishing%2Fdp%2FB0BJJRJVHY%2Fref%3Dsr_1_57_sspa%3Fkeywords%3Dguitar%26qid%3D1691287256%26sr%3D8-57-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
57,Medellin,"Medellin Acoustic Guitar + (Free online learning Course) Neon Green with Strings,Bag,Picks and guitar strap.","2,499",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODE5OTMwNTc5NzQxODc5OjE2OTEyODcyNTY6c3BfYnRmOjMwMDAyNzY2OTgyMDAzMjo6MDo6&url=%2FMedellin-Acoustic-Guitar-learning-Strings%2Fdp%2FB0CCNS2NDX%2Fref%3Dsr_1_58_sspa%3Fkeywords%3Dguitar%26qid%3D1691287256%26sr%3D8-58-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
58,Musicalworks.in,"Musical Works Guitar, Acoustic Guitar, 40 Inch Cutaway, 038G with Bag, Strings, Pick and Strap, blue mat Colour Acoustic Guitar Cutaway 40 inch Full-size Beginner Guitar Package with Die Cast Keys, Set of Strings, Strap, Picks and Bag (blue maat, Acoustic) with Gig Bag, Tuner, Picks and Strap (Natural Bundle),","4,993",7 days Returnable,"Saturday, 12 August",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODE5OTMwNTc5NzQxODc5OjE2OTEyODcyNTY6c3BfYnRmOjMwMDAyODA5NDIzMTkzMjo6MDo6&url=%2FMusical-Guitar-Cutaway-038G-Strings%2Fdp%2FB09G1BL9PD%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dguitar%26qid%3D1691287256%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
